R,R_se,misses,ghosts,dups,AP,RO_recall,harm_rate,malicious_accept,benefit_rate,accept_rate,soft_frac,quarantine_frac,condition,policy
14.890641967761091,0.19319702183779275,4.177272727272728,2.631818181818182,0.09636363636363636,0.36029625257691994,0.3613829093281148,0.643327605956472,1.0,0.6485411140583555,0.6717259973039094,0.0,0.0,collusion,geom_consensus
13.215373212854866,0.19841282654140846,2.3863636363636362,3.339090909090909,0.1409090909090909,0.594273446593636,0.6381278538812786,1.0,1.0,1.0,1.0,1.0,0.0,collusion,belt_like
10.953717583055296,0.17766746655100574,2.680909090909091,2.747272727272727,0.15181818181818182,0.5401745959851518,0.6730267449445532,0.4679266895761741,0.42532613585245166,0.9367012298046781,0.7184083079534674,0.0,0.0,collusion,cad_like
11.561171750991257,0.16821409250572658,4.305454545454546,1.721818181818182,0.04727272727272727,0.40844685077160603,0.3677429876060013,0.23754295532646047,0.202204228520018,0.4125874125874126,0.3480952618702881,0.0,0.0,collusion,robosac_like
12.244895518307002,0.18491384191542973,4.065454545454545,2.1027272727272726,0.05272727272727273,0.4187579631337168,0.38258317025440314,0.3420675830469645,0.30184435447593344,0.4270557029177719,0.41375006240950624,0.0,0.0,collusion,mate_like
6.985971535612601,0.1357880624983931,2.3127272727272725,1.1336363636363636,0.13090909090909092,0.670668495672312,0.6565557729941291,0.2247995418098511,0.06117858749437697,0.8734024596093561,0.638124719157222,0.0,0.0,collusion,gate_binary
10.640811051694207,0.1400513797494227,5.484545454545454,0.38181818181818183,0.0,0.3923032828603137,0.17172211350293543,0.13373424971363115,0.004273504273504274,0.19025801784422475,0.16635877976933447,0.041689550152279195,0.005991312596734735,collusion,ghostguard_crc
10.795910005666856,0.14006265861889405,5.595454545454546,0.37636363636363634,0.0,0.37438921057026286,0.15280495759947815,0.13287514318442153,0.003148897885739991,0.1605980226669882,0.15023216336312348,0.0255629337460682,0.02211792900294573,collusion,gg_no_quarantine
9.350487645104192,0.14068057699101016,4.577272727272727,0.3972727272727273,0.0009090909090909091,0.49082072555947565,0.3105022831050228,0.13845933562428409,0.0038236617183985606,0.33156498673740054,0.23820460332517848,0.032552798442258724,0.004992760497278945,collusion,gg_label_solo
9.99174745860904,0.16784040201265715,2.021818181818182,1.8663636363636364,0.0027272727272727275,0.6117972579714315,0.6927592954990215,0.24613402061855671,0.3832658569500675,0.6304557511454063,0.45314294273303707,0.0,0.0,collusion,oracle_loo
4.48862690251549,0.09905729579739903,1.8036363636363637,0.3527272727272727,0.0,0.785720189965076,0.7266797129810828,0.006443298969072165,0.008097165991902834,0.6368459127079816,0.3593289729891657,0.0,0.0,collusion,oracle_greedy
11.922702134496973,0.134475074330357,6.407272727272727,0.37545454545454543,0.0,0.2681998765148956,0.000657786548265088,0.0,,0.0,0.0,0.0,0.0,removal,ego_only
11.328690047132424,0.16973883152424624,3.6218181818181816,2.3636363636363638,0.11181818181818182,0.517785837438577,0.40256536753823385,1.0,,1.0,1.0,0.0,0.0,removal,naive_lf
10.059338517250536,0.15753886396050598,3.8181818181818183,1.5118181818181817,0.09636363636363636,0.5025915437204637,0.37148495313270846,0.19920159680638722,,0.9130882858124356,0.6866193664434895,0.0,0.0,removal,conf_0.5
10.096820196121477,0.14722875311018482,4.600909090909091,0.9036363636363637,0.05818181818181818,0.42900814810653637,0.25045222825193225,0.0343313373253493,,0.6100996221229817,0.43089837114020185,0.0,0.0,removal,conf_0.7
